Index,share_pos_sig_Holiday,share_neg_sig_Holiday,share_ns_Holiday
CSI_1000,0.20967741935483872,0.0,0.7903225806451613
FTSE_China_A50,0.10752688172043011,0.0,0.8924731182795699
SSE_100,0.22424242424242424,0.0,0.7757575757575758
SSE_50,0.0913978494623656,0.005376344086021506,0.9032258064516129
SSE_A_Share,0.22043010752688172,0.0,0.7795698924731183
SSE_Composite,0.22043010752688172,0.0,0.7795698924731183
SZSE_Component,0.22043010752688172,0.0,0.7795698924731183
