dummy,Holiday,Holiday,COVID,COVID,Holiday_COVID,Holiday_COVID
stat,coef,pval,coef,pval,coef,pval
2010-01-29,0.48989889692866256,0.45584380017579407,0.0,,0.0,
2010-02-26,0.3564994787367691,0.6124020598417286,0.0,,0.0,
2010-03-31,0.730990338202418,0.4557367759388682,0.0,,0.0,1.0
2010-04-30,0.7190325122237641,0.4363100548890638,0.0,1.0,0.0,
2010-05-31,0.6812796943794363,0.452424169351352,0.0,,0.0,1.0
2010-06-30,0.6847193237458299,0.4464862016401763,0.0,1.0,0.0,
2010-07-30,0.6588482732700036,0.4418852467818445,0.0,1.0,0.0,
2010-08-31,0.6726861141603758,0.4077005370879039,0.0,,0.0,
2010-09-30,0.6280058800682812,0.42831115227388505,0.0,,0.0,1.0
2010-10-29,0.5944480300800177,0.4249626117913954,0.0,1.0,0.0,
2010-11-30,0.5532787471712788,0.44809610092637076,0.0,1.0,0.0,
2010-12-31,0.598261077661505,0.3674982417846515,0.0,1.0,0.0,1.0
2011-01-31,0.5356604672595868,0.3990682004846329,0.0,1.0,0.0,1.0
2011-02-28,0.3581280996579599,0.6641974424839102,0.0,,0.0,
2011-03-31,0.3363834938429672,0.6585995828040301,0.0,1.0,0.0,1.0
2011-04-29,0.35196637845458095,0.6356493150643516,0.0,1.0,0.0,
2011-05-31,0.42023379797814764,0.5455064070373675,0.0,,0.0,
2011-06-30,0.40977588580996155,0.5593731557027489,0.0,1.0,0.0,
2011-07-29,0.45552096617618304,0.5041051760715436,0.0,1.0,0.0,1.0
2011-08-31,0.47818237626028415,0.46949659664362975,0.0,1.0,0.0,
2011-09-30,0.4874934361817618,0.4182784410621795,0.0,,0.0,
2011-10-31,0.45525245405278114,0.455074852673949,0.0,1.0,0.0,1.0
2011-11-30,0.4926772628388053,0.3944335483940423,0.0,,0.0,1.0
2011-12-30,0.5254140875811031,0.3436209035851526,0.0,,0.0,
2012-01-31,0.35362083878431766,0.39030347119344744,0.0,1.0,0.0,1.0
2012-02-29,0.24015817573172354,0.530876493639451,0.0,1.0,0.0,
2012-03-30,0.19310318110844268,0.6524943712048672,0.0,1.0,0.0,1.0
2012-04-27,0.15435758376272074,0.7267995995938558,0.0,1.0,0.0,1.0
2012-05-31,0.18893695325399548,0.6425961000224956,0.0,1.0,0.0,
2012-06-29,0.16320196240118182,0.6824480520664851,0.0,1.0,0.0,1.0
2012-07-31,0.17764018080683586,0.6396735280664951,0.0,,0.0,1.0
2012-08-31,0.19721925266329624,0.5863778341382151,0.0,,0.0,
2012-09-28,0.20084911084968615,0.5863835674280333,0.0,1.0,0.0,
2012-10-31,0.4839094471512451,0.12632761924126645,0.0,,0.0,
2012-11-30,0.5430745081991821,0.07193555448928818,0.0,1.0,0.0,
2012-12-31,0.2724754296405359,0.4002686565130028,0.0,1.0,0.0,1.0
2013-01-31,0.23576424105732793,0.47289964173145216,0.0,1.0,0.0,1.0
2013-02-28,-0.06258339153180315,0.8402644021728705,0.0,,0.0,
2013-03-29,-0.15483595609620282,0.6661566810681607,0.0,1.0,0.0,
2013-04-26,-0.14592223839379634,0.6819829234101111,0.0,1.0,0.0,
2013-05-31,-0.16544432595619057,0.6431791876836519,0.0,1.0,0.0,1.0
2013-06-28,-0.1613465624235658,0.6711438183591939,0.0,,0.0,1.0
2013-07-31,-0.14963686818541289,0.6965920669375083,0.0,,0.0,1.0
2013-08-30,-0.17134481658568837,0.6570058029469303,0.0,,0.0,
2013-09-30,-0.20535899515862452,0.590695080031953,0.0,1.0,0.0,
2013-10-31,-0.21870725691548662,0.5609178713298704,0.0,,0.0,1.0
2013-11-29,-0.21651462148525438,0.5557197182661462,0.0,1.0,0.0,1.0
2013-12-31,-0.2281545422455529,0.5299882299694123,0.0,,0.0,1.0
2014-01-30,-0.14273755986352005,0.6830694948123613,0.0,1.0,0.0,
2014-02-28,0.18906166826759038,0.6146315323755116,0.0,,0.0,
2014-03-31,0.2022428275161503,0.592699856613426,0.0,1.0,0.0,
2014-04-30,0.18770742055694895,0.5987065737310424,0.0,1.0,0.0,
2014-05-30,0.19691942580340316,0.5726904451242938,0.0,1.0,0.0,
2014-06-30,0.1855492579569006,0.5878423265174579,0.0,,0.0,
2014-07-31,0.1715188917957453,0.6321821813722197,0.0,,0.0,
2014-08-29,0.1598238303358145,0.6493646479354633,0.0,,0.0,1.0
2014-09-30,0.13571074583708137,0.703183430253136,0.0,1.0,0.0,
2014-10-31,0.1585901161443557,0.6523739057811504,0.0,,0.0,
2014-11-28,0.15271687249665786,0.6711258962446975,0.0,1.0,0.0,1.0
2014-12-31,0.1278622314254991,0.7349117512494938,0.0,,0.0,1.0
2015-01-30,0.11869476791945144,0.7823608697041409,0.0,1.0,0.0,1.0
2015-02-27,0.31224515049352736,0.3875043359241519,0.0,,0.0,
2015-03-31,0.5582303959353228,0.25525855203698944,0.0,1.0,0.0,
2015-04-30,0.5368933807233472,0.25936544284739227,0.0,,0.0,
2015-05-29,0.5071519023531802,0.37636734325021526,0.0,,0.0,
2015-06-30,0.5001824223722521,0.42810416914502547,0.0,1.0,0.0,1.0
2015-07-31,0.4890671820182848,0.4770070167494064,0.0,1.0,0.0,1.0
2015-08-31,0.500772853863163,0.5176704739808278,0.0,,0.0,1.0
2015-09-30,0.5318797159556908,0.510410744243655,0.0,,0.0,1.0
2015-10-30,0.5131462047387261,0.535088688817505,0.0,1.0,0.0,
2015-11-30,0.4932548317955761,0.5599115889063994,0.0,1.0,0.0,
2015-12-31,0.4953098462871501,0.5611170638692922,0.0,1.0,0.0,1.0
